retrieval_model,qna_model,case_id,accuracy,match,combo
chatgpt,perplexity,Case24,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case8,50.0,False,chatgpt_perplexity
chatgpt,perplexity,Case41,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case40,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case50,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case36,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case35,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case48,58.82352941176471,False,chatgpt_perplexity
chatgpt,perplexity,Case45,80.0,True,chatgpt_perplexity
chatgpt,perplexity,Case27,61.904761904761905,True,chatgpt_perplexity
chatgpt,perplexity,Case18,66.66666666666666,True,chatgpt_perplexity
chatgpt,perplexity,Case16,71.42857142857143,True,chatgpt_perplexity
chatgpt,chatgpt,Case33,65.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case23,71.42857142857143,True,chatgpt_chatgpt
chatgpt,chatgpt,Case25,36.84210526315789,False,chatgpt_chatgpt
chatgpt,chatgpt,Case29,41.17647058823529,False,chatgpt_chatgpt
chatgpt,chatgpt,Case32,61.904761904761905,False,chatgpt_chatgpt
chatgpt,chatgpt,Case10,57.89473684210527,False,chatgpt_chatgpt
chatgpt,chatgpt,Case7,72.22222222222221,False,chatgpt_chatgpt
chatgpt,chatgpt,Case12,52.63157894736842,False,chatgpt_chatgpt
chatgpt,chatgpt,Case39,66.66666666666666,True,chatgpt_chatgpt
chatgpt,chatgpt,Case31,45.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case37,57.89473684210527,True,chatgpt_chatgpt
chatgpt,chatgpt,Case42,57.89473684210527,False,chatgpt_chatgpt
chatgpt,chatgpt,Case4,66.66666666666666,True,chatgpt_chatgpt
chatgpt,chatgpt,Case34,60.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case1,63.1578947368421,True,chatgpt_chatgpt
chatgpt,chatgpt,Case41,70.0,True,chatgpt_chatgpt
chatgpt,chatgpt,Case17,61.904761904761905,True,chatgpt_chatgpt
chatgpt,chatgpt,Case9,57.89473684210527,False,chatgpt_chatgpt
chatgpt,chatgpt,Case35,76.19047619047619,True,chatgpt_chatgpt
chatgpt,chatgpt,Case3,70.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case49,50.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case13,63.1578947368421,False,chatgpt_chatgpt
chatgpt,chatgpt,Case30,47.05882352941176,False,chatgpt_chatgpt
chatgpt,chatgpt,Case27,61.904761904761905,True,chatgpt_chatgpt
chatgpt,chatgpt,Case22,70.0,True,chatgpt_chatgpt
chatgpt,chatgpt,Case19,55.55555555555556,False,chatgpt_chatgpt
chatgpt,chatgpt,Case21,80.95238095238095,True,chatgpt_chatgpt
chatgpt,chatgpt,Case15,73.68421052631578,False,chatgpt_chatgpt
chatgpt,chatgpt,Case50,52.63157894736842,True,chatgpt_chatgpt
chatgpt,chatgpt,Case38,52.63157894736842,True,chatgpt_chatgpt
chatgpt,chatgpt,Case26,33.33333333333333,False,chatgpt_chatgpt
chatgpt,chatgpt,Case6,70.0,False,chatgpt_chatgpt
chatgpt,chatgpt,Case40,66.66666666666666,True,chatgpt_chatgpt
chatgpt,chatgpt,Case36,61.904761904761905,True,chatgpt_chatgpt
chatgpt,chatgpt,Case24,66.66666666666666,True,chatgpt_chatgpt
chatgpt,chatgpt,Case16,75.0,True,chatgpt_chatgpt
perplexity,chatgpt,Case10,60.0,False,perplexity_chatgpt
perplexity,chatgpt,Case23,66.66666666666666,False,perplexity_chatgpt
perplexity,chatgpt,Case25,36.84210526315789,False,perplexity_chatgpt
perplexity,chatgpt,Case33,60.0,False,perplexity_chatgpt
perplexity,chatgpt,Case37,52.63157894736842,True,perplexity_chatgpt
perplexity,chatgpt,Case42,60.0,False,perplexity_chatgpt
perplexity,chatgpt,Case39,75.0,False,perplexity_chatgpt
perplexity,chatgpt,Case34,52.63157894736842,False,perplexity_chatgpt
perplexity,chatgpt,Case11,50.0,False,perplexity_chatgpt
perplexity,chatgpt,Case14,45.0,False,perplexity_chatgpt
perplexity,chatgpt,Case9,65.0,False,perplexity_chatgpt
perplexity,chatgpt,Case1,60.0,True,perplexity_chatgpt
perplexity,chatgpt,Case3,70.0,False,perplexity_chatgpt
perplexity,chatgpt,Case49,50.0,False,perplexity_chatgpt
perplexity,chatgpt,Case17,57.89473684210527,False,perplexity_chatgpt
perplexity,chatgpt,Case13,63.1578947368421,False,perplexity_chatgpt
perplexity,chatgpt,Case32,61.904761904761905,False,perplexity_chatgpt
perplexity,chatgpt,Case43,50.0,False,perplexity_chatgpt
perplexity,chatgpt,Case19,50.0,False,perplexity_chatgpt
perplexity,chatgpt,Case4,66.66666666666666,True,perplexity_chatgpt
perplexity,chatgpt,Case38,52.63157894736842,True,perplexity_chatgpt
perplexity,chatgpt,Case22,70.0,True,perplexity_chatgpt
perplexity,chatgpt,Case30,47.368421052631575,False,perplexity_chatgpt
perplexity,chatgpt,Case15,73.68421052631578,False,perplexity_chatgpt
perplexity,chatgpt,Case31,66.66666666666666,False,perplexity_chatgpt
perplexity,chatgpt,Case46,61.904761904761905,False,perplexity_chatgpt
perplexity,chatgpt,Case29,41.17647058823529,False,perplexity_chatgpt
perplexity,chatgpt,Case12,47.61904761904761,False,perplexity_chatgpt
perplexity,chatgpt,Case6,66.66666666666666,True,perplexity_chatgpt
perplexity,chatgpt,Case21,76.19047619047619,True,perplexity_chatgpt
perplexity,chatgpt,Case26,33.33333333333333,False,perplexity_chatgpt
perplexity,chatgpt,Case24,71.42857142857143,False,perplexity_chatgpt
perplexity,chatgpt,Case8,61.904761904761905,False,perplexity_chatgpt
perplexity,chatgpt,Case41,27.77777777777778,False,perplexity_chatgpt
perplexity,chatgpt,Case40,75.0,True,perplexity_chatgpt
perplexity,chatgpt,Case50,60.0,True,perplexity_chatgpt
perplexity,chatgpt,Case36,61.904761904761905,True,perplexity_chatgpt
perplexity,chatgpt,Case35,71.42857142857143,True,perplexity_chatgpt
perplexity,chatgpt,Case48,55.55555555555556,False,perplexity_chatgpt
perplexity,chatgpt,Case45,33.33333333333333,False,perplexity_chatgpt
perplexity,chatgpt,Case27,57.14285714285714,False,perplexity_chatgpt
perplexity,chatgpt,Case18,65.0,False,perplexity_chatgpt
perplexity,chatgpt,Case16,75.0,True,perplexity_chatgpt
perplexity,perplexity,Case10,65.0,False,perplexity_perplexity
perplexity,perplexity,Case7,71.42857142857143,True,perplexity_perplexity
perplexity,perplexity,Case44,65.0,False,perplexity_perplexity
perplexity,perplexity,Case23,71.42857142857143,True,perplexity_perplexity
perplexity,perplexity,Case25,36.84210526315789,False,perplexity_perplexity
perplexity,perplexity,Case33,65.0,False,perplexity_perplexity
perplexity,perplexity,Case42,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case34,65.0,False,perplexity_perplexity
perplexity,perplexity,Case11,63.1578947368421,False,perplexity_perplexity
perplexity,perplexity,Case14,45.0,False,perplexity_perplexity
perplexity,perplexity,Case2,52.63157894736842,False,perplexity_perplexity
perplexity,perplexity,Case9,70.0,False,perplexity_perplexity
perplexity,perplexity,Case1,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case3,76.19047619047619,False,perplexity_perplexity
perplexity,perplexity,Case49,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case47,57.14285714285714,True,perplexity_perplexity
perplexity,perplexity,Case17,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case13,78.94736842105263,False,perplexity_perplexity
perplexity,perplexity,Case43,57.14285714285714,False,perplexity_perplexity
perplexity,perplexity,Case19,71.42857142857143,False,perplexity_perplexity
perplexity,perplexity,Case4,61.904761904761905,True,perplexity_perplexity
perplexity,perplexity,Case20,57.14285714285714,True,perplexity_perplexity
perplexity,perplexity,Case5,61.904761904761905,False,perplexity_perplexity
perplexity,perplexity,Case22,70.0,False,perplexity_perplexity
perplexity,perplexity,Case30,60.0,False,perplexity_perplexity
perplexity,perplexity,Case15,65.0,False,perplexity_perplexity
perplexity,perplexity,Case31,0.0,False,perplexity_perplexity
perplexity,perplexity,Case46,38.88888888888889,False,perplexity_perplexity
perplexity,perplexity,Case29,55.55555555555556,False,perplexity_perplexity
perplexity,perplexity,Case12,60.0,False,perplexity_perplexity
perplexity,perplexity,Case6,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case21,76.19047619047619,True,perplexity_perplexity
perplexity,perplexity,Case28,50.0,False,perplexity_perplexity
perplexity,perplexity,Case24,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case8,50.0,False,perplexity_perplexity
perplexity,perplexity,Case41,33.33333333333333,False,perplexity_perplexity
perplexity,perplexity,Case40,57.14285714285714,False,perplexity_perplexity
perplexity,perplexity,Case36,57.14285714285714,True,perplexity_perplexity
perplexity,perplexity,Case35,71.42857142857143,True,perplexity_perplexity
perplexity,perplexity,Case48,65.0,False,perplexity_perplexity
perplexity,perplexity,Case45,80.0,True,perplexity_perplexity
perplexity,perplexity,Case27,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case18,65.0,True,perplexity_perplexity
perplexity,perplexity,Case16,61.904761904761905,True,perplexity_perplexity
