retrieval_model,qna_model,case_id,accuracy,match,combo
perplexity,chatgpt,Case26,66.66666666666666,False,perplexity_chatgpt
perplexity,chatgpt,Case28,57.89473684210527,False,perplexity_chatgpt
perplexity,chatgpt,Case24,66.66666666666666,True,perplexity_chatgpt
perplexity,chatgpt,Case8,57.89473684210527,False,perplexity_chatgpt
perplexity,chatgpt,Case41,71.42857142857143,True,perplexity_chatgpt
perplexity,chatgpt,Case40,40.0,False,perplexity_chatgpt
perplexity,chatgpt,Case50,52.63157894736842,True,perplexity_chatgpt
perplexity,chatgpt,Case36,61.904761904761905,True,perplexity_chatgpt
perplexity,chatgpt,Case35,71.42857142857143,True,perplexity_chatgpt
perplexity,chatgpt,Case48,55.55555555555556,False,perplexity_chatgpt
perplexity,chatgpt,Case27,57.14285714285714,False,perplexity_chatgpt
perplexity,chatgpt,Case18,65.0,False,perplexity_chatgpt
perplexity,chatgpt,Case16,38.88888888888889,False,perplexity_chatgpt
perplexity,perplexity,Case10,60.0,False,perplexity_perplexity
perplexity,perplexity,Case7,75.0,False,perplexity_perplexity
perplexity,perplexity,Case44,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case23,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case25,38.88888888888889,False,perplexity_perplexity
perplexity,perplexity,Case37,65.0,True,perplexity_perplexity
perplexity,perplexity,Case42,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case39,80.0,False,perplexity_perplexity
perplexity,perplexity,Case34,70.0,False,perplexity_perplexity
perplexity,perplexity,Case11,60.0,False,perplexity_perplexity
perplexity,perplexity,Case14,45.0,False,perplexity_perplexity
perplexity,perplexity,Case2,47.368421052631575,False,perplexity_perplexity
perplexity,perplexity,Case1,61.904761904761905,True,perplexity_perplexity
perplexity,perplexity,Case3,50.0,False,perplexity_perplexity
perplexity,perplexity,Case49,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case47,65.0,False,perplexity_perplexity
perplexity,perplexity,Case17,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case13,65.0,False,perplexity_perplexity
perplexity,perplexity,Case43,57.14285714285714,False,perplexity_perplexity
perplexity,perplexity,Case19,71.42857142857143,False,perplexity_perplexity
perplexity,perplexity,Case4,61.904761904761905,True,perplexity_perplexity
perplexity,perplexity,Case20,57.14285714285714,True,perplexity_perplexity
perplexity,perplexity,Case5,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case38,60.0,True,perplexity_perplexity
perplexity,perplexity,Case22,75.0,True,perplexity_perplexity
perplexity,perplexity,Case30,52.94117647058824,False,perplexity_perplexity
perplexity,perplexity,Case15,65.0,False,perplexity_perplexity
perplexity,perplexity,Case46,38.88888888888889,False,perplexity_perplexity
perplexity,perplexity,Case29,65.0,False,perplexity_perplexity
perplexity,perplexity,Case12,65.0,False,perplexity_perplexity
perplexity,perplexity,Case6,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case21,76.19047619047619,True,perplexity_perplexity
perplexity,perplexity,Case26,44.44444444444444,False,perplexity_perplexity
perplexity,perplexity,Case28,52.63157894736842,False,perplexity_perplexity
perplexity,perplexity,Case24,66.66666666666666,False,perplexity_perplexity
perplexity,perplexity,Case8,55.55555555555556,False,perplexity_perplexity
perplexity,perplexity,Case41,40.0,False,perplexity_perplexity
perplexity,perplexity,Case40,55.00000000000001,False,perplexity_perplexity
perplexity,perplexity,Case50,68.18181818181817,True,perplexity_perplexity
perplexity,perplexity,Case36,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case35,71.42857142857143,True,perplexity_perplexity
perplexity,perplexity,Case48,61.111111111111114,False,perplexity_perplexity
perplexity,perplexity,Case45,75.0,True,perplexity_perplexity
perplexity,perplexity,Case27,57.14285714285714,False,perplexity_perplexity
perplexity,perplexity,Case18,66.66666666666666,True,perplexity_perplexity
perplexity,perplexity,Case16,61.904761904761905,True,perplexity_perplexity
